alpha,Stiffness (K),Viscosity (D),Mass (M),(K2),(KD),(D2),bias
,,,,,,,
1.00E-08,1558.352723,-0.566408704,0.049467306,127144.9722,871.6376193,-0.015418792,-0.078563483
0.183883891,0,0,-0.283636515,0,0,0,2.851720518
,,,,,,,
0.184434441,0,0,-0.283175269,0,0,0,2.851721185
,,,,,,,
0.184984992,0,0,-0.282714023,0,0,0,2.851721852
,,,,,,,
0.185535542,0,0,-0.282252777,0,0,0,2.851722518
,,,,,,,
0.186086093,0,0,-0.281791531,0,0,0,2.851723185
,,,,,,,
0.186636643,0,0,-0.281330285,0,0,0,2.851723852
,,,,,,,
0.187187194,0,0,-0.280869039,0,0,0,2.851724519
,,,,,,,
0.187737744,0,0,-0.280407793,0,0,0,2.851725186
,,,,,,,
0.188288295,0,0,-0.279946547,0,0,0,2.851725853
,,,,,,,
0.188838845,0,0,-0.279485301,0,0,0,2.851726519
,,,,,,,
0.189389396,0,0,-0.279024055,0,0,0,2.851727186
,,,,,,,
0.189939946,0,0,-0.278562809,0,0,0,2.851727853
,,,,,,,
0.190490497,0,0,-0.278101563,0,0,0,2.85172852
,,,,,,,
0.191041048,0,0,-0.277640316,0,0,0,2.851729187
,,,,,,,
0.191591598,0,0,-0.27717907,0,0,0,2.851729853
,,,,,,,
0.192142149,0,0,-0.276717824,0,0,0,2.85173052
,,,,,,,
0.192692699,0,0,-0.276256578,0,0,0,2.851731187
,,,,,,,
0.19324325,0,0,-0.275795332,0,0,0,2.851731854
,,,,,,,
0.1937938,0,0,-0.275334086,0,0,0,2.851732521
,,,,,,,
0.194344351,0,0,-0.27487284,0,0,0,2.851733188
,,,,,,,
0.194894901,0,0,-0.274411594,0,0,0,2.851733854
,,,,,,,
0.195445452,0,0,-0.273950348,0,0,0,2.851734521
,,,,,,,
0.195996002,0,0,-0.273489102,0,0,0,2.851735188
,,,,,,,
0.196546553,0,0,-0.273027856,0,0,0,2.851735855
,,,,,,,
0.197097104,0,0,-0.27256661,0,0,0,2.851736522
,,,,,,,
0.197647654,0,0,-0.272105364,0,0,0,2.851737188
,,,,,,,
0.198198205,0,0,-0.271644118,0,0,0,2.851737855
,,,,,,,
0.198748755,0,0,-0.271182872,0,0,0,2.851738522
,,,,,,,
0.199299306,0,0,-0.270721626,0,0,0,2.851739189
,,,,,,,
0.199849856,0,0,-0.27026038,0,0,0,2.851739856
,,,,,,,
0.200400407,0,0,-0.269799134,0,0,0,2.851740523
,,,,,,,
0.200950957,0,0,-0.269337887,0,0,0,2.851741189
,,,,,,,
0.201501508,0,0,-0.268876641,0,0,0,2.851741856
,,,,,,,
0.202052058,0,0,-0.268415395,0,0,0,2.851742523
,,,,,,,
0.202602609,0,0,-0.267954149,0,0,0,2.85174319
,,,,,,,
0.203153159,0,0,-0.267492903,0,0,0,2.851743857
,,,,,,,
0.20370371,0,0,-0.267031657,0,0,0,2.851744523
,,,,,,,
0.204254261,0,0,-0.266570411,0,0,0,2.85174519
,,,,,,,
0.204804811,0,0,-0.266109165,0,0,0,2.851745857
,,,,,,,
0.205355362,0,0,-0.265647919,0,0,0,2.851746524
,,,,,,,
0.205905912,0,0,-0.265186673,0,0,0,2.851747191
,,,,,,,
0.206456463,0,0,-0.264725427,0,0,0,2.851747858
,,,,,,,
0.207007013,0,0,-0.264264181,0,0,0,2.851748524
,,,,,,,
0.207557564,0,0,-0.263802935,0,0,0,2.851749191
,,,,,,,
0.208108114,0,0,-0.263341689,0,0,0,2.851749858
,,,,,,,
0.208658665,0,0,-0.262880443,0,0,0,2.851750525
,,,,,,,
0.209209215,0,0,-0.262419197,0,0,0,2.851751192
,,,,,,,
0.209759766,0,0,-0.261957951,0,0,0,2.851751858
,,,,,,,
0.210310316,0,0,-0.261496704,0,0,0,2.851752525
,,,,,,,
0.210860867,0,0,-0.261035458,0,0,0,2.851753192
,,,,,,,
0.211411418,0,0,-0.260574212,0,0,0,2.851753859
,,,,,,,
0.211961968,0,0,-0.260112966,0,0,0,2.851754526
,,,,,,,
0.212512519,0,0,-0.25965172,0,0,0,2.851755193
,,,,,,,
0.213063069,0,0,-0.259190474,0,0,0,2.851755859
,,,,,,,
0.21361362,0,0,-0.258729228,0,0,0,2.851756526
,,,,,,,
0.21416417,0,0,-0.258267982,0,0,0,2.851757193
,,,,,,,
0.214714721,0,0,-0.257806736,0,0,0,2.85175786
,,,,,,,
0.215265271,0,0,-0.25734549,0,0,0,2.851758527
,,,,,,,
0.215815822,0,0,-0.256884244,0,0,0,2.851759193
,,,,,,,
0.216366372,0,0,-0.256422998,0,0,0,2.85175986
,,,,,,,
0.216916923,0,0,-0.255961752,0,0,0,2.851760527
,,,,,,,
0.217467474,0,0,-0.255500506,0,0,0,2.851761194
,,,,,,,
0.218018024,0,0,-0.25503926,0,0,0,2.851761861
,,,,,,,
0.218568575,0,0,-0.254578014,0,0,0,2.851762528
,,,,,,,
0.219119125,0,0,-0.254116768,0,0,0,2.851763194
,,,,,,,
0.219669676,0,0,-0.253655521,0,0,0,2.851763861
,,,,,,,
0.220220226,0,0,-0.253194275,0,0,0,2.851764528
,,,,,,,
0.220770777,0,0,-0.252733029,0,0,0,2.851765195
,,,,,,,
0.221321327,0,0,-0.252271783,0,0,0,2.851765862
,,,,,,,
0.221871878,0,0,-0.251810537,0,0,0,2.851766528
,,,,,,,
0.222422428,0,0,-0.251349291,0,0,0,2.851767195
,,,,,,,
0.222972979,0,0,-0.250888045,0,0,0,2.851767862
,,,,,,,
0.223523529,0,0,-0.250426799,0,0,0,2.851768529
,,,,,,,
0.22407408,0,0,-0.249965553,0,0,0,2.851769196
,,,,,,,
0.224624631,0,0,-0.249504307,0,0,0,2.851769863
,,,,,,,
0.225175181,0,0,-0.249043061,0,0,0,2.851770529
,,,,,,,
0.225725732,0,0,-0.248581815,0,0,0,2.851771196
,,,,,,,
0.226276282,0,0,-0.248120569,0,0,0,2.851771863
,,,,,,,
0.226826833,0,0,-0.247659323,0,0,0,2.85177253
,,,,,,,
0.227377383,0,0,-0.247198077,0,0,0,2.851773197
,,,,,,,
0.227927934,0,0,-0.246736831,0,0,0,2.851773863
,,,,,,,
0.228478484,0,0,-0.246275585,0,0,0,2.85177453
,,,,,,,
0.229029035,0,0,-0.245814339,0,0,0,2.851775197
,,,,,,,
0.229579585,0,0,-0.245353092,0,0,0,2.851775864
,,,,,,,
0.230130136,0,0,-0.244891846,0,0,0,2.851776531
,,,,,,,
0.230680686,0,0,-0.2444306,0,0,0,2.851777198
,,,,,,,
0.231231237,0,0,-0.243969354,0,0,0,2.851777864
,,,,,,,
0.231781788,0,0,-0.243508108,0,0,0,2.851778531
,,,,,,,
0.232332338,0,0,-0.243046862,0,0,0,2.851779198
,,,,,,,
0.232882889,0,0,-0.242585616,0,0,0,2.851779865
,,,,,,,
0.233433439,0,0,-0.24212437,0,0,0,2.851780532
,,,,,,,
0.23398399,0,0,-0.241663124,0,0,0,2.851781198
,,,,,,,
0.23453454,0,0,-0.241201878,0,0,0,2.851781865
,,,,,,,
0.235085091,0,0,-0.240740632,0,0,0,2.851782532
,,,,,,,
0.235635641,0,0,-0.240279386,0,0,0,2.851783199
,,,,,,,
0.236186192,0,0,-0.23981814,0,0,0,2.851783866
,,,,,,,
0.236736742,0,0,-0.239356894,0,0,0,2.851784533
,,,,,,,
0.237287293,0,0,-0.238895648,0,0,0,2.851785199
,,,,,,,
0.237837844,0,0,-0.238434402,0,0,0,2.851785866
,,,,,,,
0.238388394,0,0,-0.237973156,0,0,0,2.851786533
,,,,,,,
0.238938945,0,0,-0.237511909,0,0,0,2.8517872
,,,,,,,
0.239489495,0,0,-0.237050663,0,0,0,2.851787867
,,,,,,,
0.240040046,0,0,-0.236589417,0,0,0,2.851788534
,,,,,,,
0.240590596,0,0,-0.236128171,0,0,0,2.8517892
,,,,,,,
0.241141147,0,0,-0.235666925,0,0,0,2.851789867
,,,,,,,
0.241691697,0,0,-0.235205679,0,0,0,2.851790534
,,,,,,,
0.242242248,0,0,-0.234744433,0,0,0,2.851791201
,,,,,,,
0.242792798,0,0,-0.234283187,0,0,0,2.851791868
,,,,,,,
0.243343349,0,0,-0.233821941,0,0,0,2.851792534
,,,,,,,
0.243893899,0,0,-0.233360695,0,0,0,2.851793201
,,,,,,,
0.24444445,0,0,-0.232899449,0,0,0,2.851793868
,,,,,,,
0.244995001,0,0,-0.232438203,0,0,0,2.851794535
,,,,,,,
0.245545551,0,0,-0.231976957,0,0,0,2.851795202
,,,,,,,
0.246096102,0,0,-0.231515711,0,0,0,2.851795869
,,,,,,,
0.246646652,0,0,-0.231054465,0,0,0,2.851796535
,,,,,,,
0.247197203,0,0,-0.230593219,0,0,0,2.851797202
,,,,,,,
0.247747753,0,0,-0.230131973,0,0,0,2.851797869
,,,,,,,
0.248298304,0,0,-0.229670727,0,0,0,2.851798536
,,,,,,,
0.248848854,0,0,-0.22920948,0,0,0,2.851799203
,,,,,,,
0.249399405,0,0,-0.228748234,0,0,0,2.851799869
,,,,,,,
0.249949955,0,0,-0.228286988,0,0,0,2.851800536
,,,,,,,
0.250500506,0,0,-0.227825742,0,0,0,2.851801203
,,,,,,,
0.251051056,0,0,-0.227364496,0,0,0,2.85180187
,,,,,,,
0.251601607,0,0,-0.22690325,0,0,0,2.851802537
,,,,,,,
0.252152158,0,0,-0.226442004,0,0,0,2.851803204
,,,,,,,
0.252702708,0,0,-0.225980758,0,0,0,2.85180387
,,,,,,,
0.253253259,0,0,-0.225519512,0,0,0,2.851804537
,,,,,,,
0.253803809,0,0,-0.225058266,0,0,0,2.851805204
,,,,,,,
0.25435436,0,0,-0.22459702,0,0,0,2.851805871
,,,,,,,
0.25490491,0,0,-0.224135774,0,0,0,2.851806538
,,,,,,,
0.255455461,0,0,-0.223674528,0,0,0,2.851807204
,,,,,,,
0.256006011,0,0,-0.223213282,0,0,0,2.851807871
,,,,,,,
0.256556562,0,0,-0.222752036,0,0,0,2.851808538
,,,,,,,
0.257107112,0,0,-0.22229079,0,0,0,2.851809205
,,,,,,,
0.257657663,0,0,-0.221829544,0,0,0,2.851809872
,,,,,,,
0.258208214,0,0,-0.221368297,0,0,0,2.851810539
,,,,,,,
0.258758764,0,0,-0.220907051,0,0,0,2.851811205
,,,,,,,
0.259309315,0,0,-0.220445805,0,0,0,2.851811872
,,,,,,,
0.259859865,0,0,-0.219984559,0,0,0,2.851812539
,,,,,,,
0.260410416,0,0,-0.219523313,0,0,0,2.851813206
,,,,,,,
0.260960966,0,0,-0.219062067,0,0,0,2.851813873
,,,,,,,
0.261511517,0,0,-0.218600821,0,0,0,2.851814539
,,,,,,,
0.262062067,0,0,-0.218139575,0,0,0,2.851815206
,,,,,,,
0.262612618,0,0,-0.217678329,0,0,0,2.851815873
,,,,,,,
0.263163168,0,0,-0.217217083,0,0,0,2.85181654
,,,,,,,
0.263713719,0,0,-0.216755837,0,0,0,2.851817207
,,,,,,,
0.264264269,0,0,-0.216294591,0,0,0,2.851817874
,,,,,,,
0.26481482,0,0,-0.215833345,0,0,0,2.85181854
,,,,,,,
0.265365371,0,0,-0.215372099,0,0,0,2.851819207
,,,,,,,
0.265915921,0,0,-0.214910853,0,0,0,2.851819874
,,,,,,,
0.266466472,0,0,-0.214449607,0,0,0,2.851820541
,,,,,,,
0.267017022,0,0,-0.213988361,0,0,0,2.851821208
,,,,,,,
0.267567573,0,0,-0.213527114,0,0,0,2.851821874
,,,,,,,
0.268118123,0,0,-0.213065868,0,0,0,2.851822541
,,,,,,,
0.268668674,0,0,-0.212604622,0,0,0,2.851823208
,,,,,,,
0.269219224,0,0,-0.212143376,0,0,0,2.851823875
,,,,,,,
0.269769775,0,0,-0.21168213,0,0,0,2.851824542
,,,,,,,
0.270320325,0,0,-0.211220884,0,0,0,2.851825209
,,,,,,,
0.270870876,0,0,-0.210759638,0,0,0,2.851825875
,,,,,,,
0.271421426,0,0,-0.210298392,0,0,0,2.851826542
,,,,,,,
0.271971977,0,0,-0.209837146,0,0,0,2.851827209
,,,,,,,
0.272522528,0,0,-0.2093759,0,0,0,2.851827876
,,,,,,,
0.273073078,0,0,-0.208914654,0,0,0,2.851828543
,,,,,,,
0.273623629,0,0,-0.208453408,0,0,0,2.851829209
,,,,,,,
0.274174179,0,0,-0.207992162,0,0,0,2.851829876
,,,,,,,
0.27472473,0,0,-0.207530916,0,0,0,2.851830543
,,,,,,,
0.27527528,0,0,-0.20706967,0,0,0,2.85183121
,,,,,,,
0.275825831,0,0,-0.206608424,0,0,0,2.851831877
,,,,,,,
0.276376381,0,0,-0.206147178,0,0,0,2.851832544
,,,,,,,
0.276926932,0,0,-0.205685932,0,0,0,2.85183321
,,,,,,,
0.277477482,0,0,-0.205224685,0,0,0,2.851833877
,,,,,,,
0.278028033,0,0,-0.204763439,0,0,0,2.851834544
,,,,,,,
0.278578584,0,0,-0.204302193,0,0,0,2.851835211
,,,,,,,
0.279129134,0,0,-0.203840947,0,0,0,2.851835878
,,,,,,,
0.279679685,0,0,-0.203379701,0,0,0,2.851836544
,,,,,,,
0.280230235,0,0,-0.202918455,0,0,0,2.851837211
,,,,,,,
0.280780786,0,0,-0.202457209,0,0,0,2.851837878
,,,,,,,
0.281331336,0,0,-0.201995963,0,0,0,2.851838545
,,,,,,,
0.281881887,0,0,-0.201534717,0,0,0,2.851839212
,,,,,,,
0.282432437,0,0,-0.201073471,0,0,0,2.851839879
,,,,,,,
0.282982988,0,0,-0.200612225,0,0,0,2.851840545
,,,,,,,
0.283533538,0,0,-0.200150979,0,0,0,2.851841212
,,,,,,,
0.284084089,0,0,-0.199689733,0,0,0,2.851841879
,,,,,,,
0.284634639,0,0,-0.199228487,0,0,0,2.851842546
,,,,,,,
0.28518519,0,0,-0.198767241,0,0,0,2.851843213
,,,,,,,
0.285735741,0,0,-0.198305995,0,0,0,2.851843879
,,,,,,,
0.286286291,0,0,-0.197844749,0,0,0,2.851844546
,,,,,,,
0.286836842,0,0,-0.197383502,0,0,0,2.851845213
,,,,,,,
0.287387392,0,0,-0.196922256,0,0,0,2.85184588
,,,,,,,
0.287937943,0,0,-0.19646101,0,0,0,2.851846547
,,,,,,,
0.288488493,0,0,-0.195999764,0,0,0,2.851847214
,,,,,,,
0.289039044,0,0,-0.195538518,0,0,0,2.85184788
,,,,,,,
0.289589594,0,0,-0.195077272,0,0,0,2.851848547
,,,,,,,
0.290140145,0,0,-0.194616026,0,0,0,2.851849214
,,,,,,,
0.290690695,0,0,-0.19415478,0,0,0,2.851849881
,,,,,,,
0.291241246,0,0,-0.193693534,0,0,0,2.851850548
,,,,,,,
0.291791796,0,0,-0.193232288,0,0,0,2.851851214
,,,,,,,
0.292342347,0,0,-0.192771042,0,0,0,2.851851881
,,,,,,,
0.292892898,0,0,-0.192309796,0,0,0,2.851852548
,,,,,,,
0.293443448,0,0,-0.19184855,0,0,0,2.851853215
,,,,,,,
0.293993999,0,0,-0.191387304,0,0,0,2.851853882
,,,,,,,
0.294544549,0,0,-0.190926058,0,0,0,2.851854549
,,,,,,,
0.2950951,0,0,-0.190464812,0,0,0,2.851855215
,,,,,,,
0.29564565,0,0,-0.190003566,0,0,0,2.851855882
,,,,,,,
0.296196201,0,0,-0.189542319,0,0,0,2.851856549
,,,,,,,
0.296746751,0,0,-0.189081073,0,0,0,2.851857216
,,,,,,,
0.297297302,0,0,-0.188619827,0,0,0,2.851857883
,,,,,,,
0.297847852,0,0,-0.188158581,0,0,0,2.851858549
,,,,,,,
0.298398403,0,0,-0.187697335,0,0,0,2.851859216
,,,,,,,
0.298948954,0,0,-0.187236089,0,0,0,2.851859883
,,,,,,,
0.299499504,0,0,-0.186774843,0,0,0,2.85186055
,,,,,,,
0.300050055,0,0,-0.186313597,0,0,0,2.851861217
,,,,,,,
0.300600605,0,0,-0.185852351,0,0,0,2.851861884
,,,,,,,
0.301151156,0,0,-0.185391105,0,0,0,2.85186255
,,,,,,,
0.301701706,0,0,-0.184929859,0,0,0,2.851863217
,,,,,,,
0.302252257,0,0,-0.184468613,0,0,0,2.851863884
,,,,,,,
0.302802807,0,0,-0.184007367,0,0,0,2.851864551
,,,,,,,
0.303353358,0,0,-0.183546121,0,0,0,2.851865218
,,,,,,,
0.303903908,0,0,-0.183084875,0,0,0,2.851865884
,,,,,,,
0.304454459,0,0,-0.182623629,0,0,0,2.851866551
,,,,,,,
0.305005009,0,0,-0.182162383,0,0,0,2.851867218
,,,,,,,
0.30555556,0,0,-0.181701137,0,0,0,2.851867885
,,,,,,,
0.306106111,0,0,-0.18123989,0,0,0,2.851868552
,,,,,,,
0.306656661,0,0,-0.180778644,0,0,0,2.851869219
,,,,,,,
0.307207212,0,0,-0.180317398,0,0,0,2.851869885
,,,,,,,
0.307757762,0,0,-0.179856152,0,0,0,2.851870552
,,,,,,,
0.308308313,0,0,-0.179394906,0,0,0,2.851871219
,,,,,,,
0.308858863,0,0,-0.17893366,0,0,0,2.851871886
,,,,,,,
0.309409414,0,0,-0.178472414,0,0,0,2.851872553
,,,,,,,
0.309959964,0,0,-0.178011168,0,0,0,2.851873219
,,,,,,,
0.310510515,0,0,-0.177549922,0,0,0,2.851873886
,,,,,,,
0.311061065,0,0,-0.177088676,0,0,0,2.851874553
,,,,,,,
0.311611616,0,0,-0.17662743,0,0,0,2.85187522
,,,,,,,
0.312162166,0,0,-0.176166184,0,0,0,2.851875887
,,,,,,,
0.312712717,0,0,-0.175704938,0,0,0,2.851876554
,,,,,,,
0.313263268,0,0,-0.175243692,0,0,0,2.85187722
,,,,,,,
0.313813818,0,0,-0.174782446,0,0,0,2.851877887
,,,,,,,
0.314364369,0,0,-0.1743212,0,0,0,2.851878554
,,,,,,,
0.314914919,0,0,-0.173859954,0,0,0,2.851879221
,,,,,,,
0.31546547,0,0,-0.173398707,0,0,0,2.851879888
,,,,,,,
0.31601602,0,0,-0.172937461,0,0,0,2.851880554
,,,,,,,
0.316566571,0,0,-0.172476215,0,0,0,2.851881221
,,,,,,,
0.317117121,0,0,-0.172014969,0,0,0,2.851881888
,,,,,,,
0.317667672,0,0,-0.171553723,0,0,0,2.851882555
,,,,,,,
0.318218222,0,0,-0.171092477,0,0,0,2.851883222
,,,,,,,
0.318768773,0,0,-0.170631231,0,0,0,2.851883889
,,,,,,,
0.319319324,0,0,-0.170169985,0,0,0,2.851884555
,,,,,,,
0.319869874,0,0,-0.169708739,0,0,0,2.851885222
,,,,,,,
0.320420425,0,0,-0.169247493,0,0,0,2.851885889
,,,,,,,
0.320970975,0,0,-0.168786247,0,0,0,2.851886556
,,,,,,,
0.321521526,0,0,-0.168325001,0,0,0,2.851887223
,,,,,,,
0.322072076,0,0,-0.167863755,0,0,0,2.851887889
,,,,,,,
0.322622627,0,0,-0.167402509,0,0,0,2.851888556
,,,,,,,
0.323173177,0,0,-0.166941263,0,0,0,2.851889223
,,,,,,,
0.323723728,0,0,-0.166480017,0,0,0,2.85188989
,,,,,,,
0.324274278,0,0,-0.166018771,0,0,0,2.851890557
,,,,,,,
0.324824829,0,0,-0.165557524,0,0,0,2.851891224
,,,,,,,
0.325375379,0,0,-0.165096278,0,0,0,2.85189189
,,,,,,,
0.32592593,0,0,-0.164635032,0,0,0,2.851892557
,,,,,,,
0.326476481,0,0,-0.164173786,0,0,0,2.851893224
,,,,,,,
0.327027031,0,0,-0.16371254,0,0,0,2.851893891
,,,,,,,
0.327577582,0,0,-0.163251294,0,0,0,2.851894558
,,,,,,,
0.328128132,0,0,-0.162790048,0,0,0,2.851895224
,,,,,,,
0.328678683,0,0,-0.162328802,0,0,0,2.851895891
,,,,,,,
0.329229233,0,0,-0.161867556,0,0,0,2.851896558
,,,,,,,
0.329779784,0,0,-0.16140631,0,0,0,2.851897225
,,,,,,,
0.330330334,0,0,-0.160945064,0,0,0,2.851897892
,,,,,,,
0.330880885,0,0,-0.160483818,0,0,0,2.851898559
,,,,,,,
0.331431435,0,0,-0.160022572,0,0,0,2.851899225
,,,,,,,
0.331981986,0,0,-0.159561326,0,0,0,2.851899892
,,,,,,,
0.332532536,0,0,-0.15910008,0,0,0,2.851900559
,,,,,,,
0.333083087,0,0,-0.158638834,0,0,0,2.851901226
,,,,,,,
0.333633638,0,0,-0.158177588,0,0,0,2.851901893
,,,,,,,
0.334184188,0,0,-0.157716342,0,0,0,2.851902559
,,,,,,,
0.334734739,0,0,-0.157255095,0,0,0,2.851903226
,,,,,,,
0.335285289,0,0,-0.156793849,0,0,0,2.851903893
,,,,,,,
0.33583584,0,0,-0.156332603,0,0,0,2.85190456
,,,,,,,
0.33638639,0,0,-0.155871357,0,0,0,2.851905227
,,,,,,,
0.336936941,0,0,-0.155410111,0,0,0,2.851905894
,,,,,,,
0.337487491,0,0,-0.154948865,0,0,0,2.85190656
,,,,,,,
0.338038042,0,0,-0.154487619,0,0,0,2.851907227
,,,,,,,
0.338588592,0,0,-0.154026373,0,0,0,2.851907894
,,,,,,,
0.339139143,0,0,-0.153565127,0,0,0,2.851908561
,,,,,,,
0.339689694,0,0,-0.153103881,0,0,0,2.851909228
,,,,,,,
0.340240244,0,0,-0.152642635,0,0,0,2.851909894
,,,,,,,
0.340790795,0,0,-0.152181389,0,0,0,2.851910561
,,,,,,,
0.341341345,0,0,-0.151720143,0,0,0,2.851911228
,,,,,,,
0.341891896,0,0,-0.151258897,0,0,0,2.851911895
,,,,,,,
0.342442446,0,0,-0.150797651,0,0,0,2.851912562
,,,,,,,
0.342992997,0,0,-0.150336405,0,0,0,2.851913229
,,,,,,,
0.343543547,0,0,-0.149875159,0,0,0,2.851913895
,,,,,,,
0.344094098,0,0,-0.149413912,0,0,0,2.851914562
,,,,,,,
0.344644648,0,0,-0.148952666,0,0,0,2.851915229
,,,,,,,
0.345195199,0,0,-0.14849142,0,0,0,2.851915896
,,,,,,,
0.345745749,0,0,-0.148030174,0,0,0,2.851916563
,,,,,,,
0.3462963,0,0,-0.147568928,0,0,0,2.851917229
,,,,,,,
0.346846851,0,0,-0.147107682,0,0,0,2.851917896
,,,,,,,
0.347397401,0,0,-0.146646436,0,0,0,2.851918563
,,,,,,,
0.347947952,0,0,-0.14618519,0,0,0,2.85191923
,,,,,,,
0.348498502,0,0,-0.145723944,0,0,0,2.851919897
,,,,,,,
0.349049053,0,0,-0.145262698,0,0,0,2.851920564
,,,,,,,
0.349599603,0,0,-0.144801452,0,0,0,2.85192123
,,,,,,,
0.350150154,0,0,-0.144340206,0,0,0,2.851921897
,,,,,,,
0.350700704,0,0,-0.14387896,0,0,0,2.851922564
,,,,,,,
0.351251255,0,0,-0.143417714,0,0,0,2.851923231
,,,,,,,
0.351801805,0,0,-0.142956468,0,0,0,2.851923898
,,,,,,,
0.352352356,0,0,-0.142495222,0,0,0,2.851924564
,,,,,,,
0.352902906,0,0,-0.142033976,0,0,0,2.851925231
,,,,,,,
0.353453457,0,0,-0.14157273,0,0,0,2.851925898
,,,,,,,
0.354004008,0,0,-0.141111483,0,0,0,2.851926565
,,,,,,,
0.354554558,0,0,-0.140650237,0,0,0,2.851927232
,,,,,,,
0.355105109,0,0,-0.140188991,0,0,0,2.851927899
,,,,,,,
0.355655659,0,0,-0.139727745,0,0,0,2.851928565
,,,,,,,
0.35620621,0,0,-0.139266499,0,0,0,2.851929232
,,,,,,,
0.35675676,0,0,-0.138805253,0,0,0,2.851929899
,,,,,,,
0.357307311,0,0,-0.138344007,0,0,0,2.851930566
,,,,,,,
0.357857861,0,0,-0.137882761,0,0,0,2.851931233
,,,,,,,
0.358408412,0,0,-0.137421515,0,0,0,2.851931899
,,,,,,,
0.358958962,0,0,-0.136960269,0,0,0,2.851932566
,,,,,,,
0.359509513,0,0,-0.136499023,0,0,0,2.851933233
,,,,,,,
0.360060064,0,0,-0.136037777,0,0,0,2.8519339
,,,,,,,
0.360610614,0,0,-0.135576531,0,0,0,2.851934567
,,,,,,,
0.361161165,0,0,-0.135115285,0,0,0,2.851935234
,,,,,,,
0.361711715,0,0,-0.134654039,0,0,0,2.8519359
,,,,,,,
0.362262266,0,0,-0.134192793,0,0,0,2.851936567
,,,,,,,
0.362812816,0,0,-0.133731547,0,0,0,2.851937234
,,,,,,,
0.363363367,0,0,-0.1332703,0,0,0,2.851937901
,,,,,,,
0.363913917,0,0,-0.132809054,0,0,0,2.851938568
,,,,,,,
0.364464468,0,0,-0.132347808,0,0,0,2.851939234
,,,,,,,
0.365015018,0,0,-0.131886562,0,0,0,2.851939901
,,,,,,,
0.365565569,0,0,-0.131425316,0,0,0,2.851940568
,,,,,,,
0.366116119,0,0,-0.13096407,0,0,0,2.851941235
,,,,,,,
0.36666667,0,0,-0.130502824,0,0,0,2.851941902
,,,,,,,
0.367217221,0,0,-0.130041578,0,0,0,2.851942569
,,,,,,,
0.367767771,0,0,-0.129580332,0,0,0,2.851943235
,,,,,,,
0.368318322,0,0,-0.129119086,0,0,0,2.851943902
,,,,,,,
0.368868872,0,0,-0.12865784,0,0,0,2.851944569
,,,,,,,
0.369419423,0,0,-0.128196594,0,0,0,2.851945236
,,,,,,,
0.369969973,0,0,-0.127735348,0,0,0,2.851945903
,,,,,,,
0.370520524,0,0,-0.127274102,0,0,0,2.851946569
,,,,,,,
0.371071074,0,0,-0.126812856,0,0,0,2.851947236
,,,,,,,
0.371621625,0,0,-0.12635161,0,0,0,2.851947903
,,,,,,,
0.372172175,0,0,-0.125890364,0,0,0,2.85194857
,,,,,,,
0.372722726,0,0,-0.125429117,0,0,0,2.851949237
,,,,,,,
0.373273276,0,0,-0.124967871,0,0,0,2.851949904
,,,,,,,
0.373823827,0,0,-0.124506625,0,0,0,2.85195057
,,,,,,,
0.374374378,0,0,-0.124045379,0,0,0,2.851951237
,,,,,,,
0.374924928,0,0,-0.123584133,0,0,0,2.851951904
,,,,,,,
0.375475479,0,0,-0.123122887,0,0,0,2.851952571
,,,,,,,
0.376026029,0,0,-0.122661641,0,0,0,2.851953238
,,,,,,,
0.37657658,0,0,-0.122200395,0,0,0,2.851953904
,,,,,,,
0.37712713,0,0,-0.121739149,0,0,0,2.851954571
,,,,,,,
0.377677681,0,0,-0.121277903,0,0,0,2.851955238
,,,,,,,
0.378228231,0,0,-0.120816657,0,0,0,2.851955905
,,,,,,,
0.378778782,0,0,-0.120355411,0,0,0,2.851956572
,,,,,,,
0.379329332,0,0,-0.119894165,0,0,0,2.851957239
,,,,,,,
0.379879883,0,0,-0.119432919,0,0,0,2.851957905
,,,,,,,
0.380430434,0,0,-0.118971673,0,0,0,2.851958572
,,,,,,,
0.380980984,0,0,-0.118510427,0,0,0,2.851959239
,,,,,,,
0.381531535,0,0,-0.118049181,0,0,0,2.851959906
,,,,,,,
0.382082085,0,0,-0.117587935,0,0,0,2.851960573
,,,,,,,
0.382632636,0,0,-0.117126688,0,0,0,2.851961239
,,,,,,,
0.383183186,0,0,-0.116665442,0,0,0,2.851961906
,,,,,,,
0.383733737,0,0,-0.116204196,0,0,0,2.851962573
,,,,,,,
0.384284287,0,0,-0.11574295,0,0,0,2.85196324
,,,,,,,
0.384834838,0,0,-0.115281704,0,0,0,2.851963907
,,,,,,,
0.385385388,0,0,-0.114820458,0,0,0,2.851964574
,,,,,,,
0.385935939,0,0,-0.114359212,0,0,0,2.85196524
,,,,,,,
0.386486489,0,0,-0.113897966,0,0,0,2.851965907
,,,,,,,
0.38703704,0,0,-0.11343672,0,0,0,2.851966574
,,,,,,,
0.387587591,0,0,-0.112975474,0,0,0,2.851967241
,,,,,,,
0.388138141,0,0,-0.112514228,0,0,0,2.851967908
,,,,,,,
0.388688692,0,0,-0.112052982,0,0,0,2.851968574
,,,,,,,
0.389239242,0,0,-0.111591736,0,0,0,2.851969241
,,,,,,,
0.389789793,0,0,-0.11113049,0,0,0,2.851969908
,,,,,,,
