t,x,dx,ddx,f,x2,dx2,xdx,c
0,-0.000002,-0.000014,0.014628,0,4.00E-12,0.000213978,2.80E-11,1
0,-0.000002,-0.000013,0.014266,0,4.00E-12,0.000203519,2.60E-11,1
0,-0.000002,-0.000013,0.013894,0,4.00E-12,0.000193043,2.60E-11,1
0,-0.000002,-0.000012,0.013515,0,4.00E-12,0.000182655,2.40E-11,1
0,-0.000002,-0.000011,0.013132,0,4.00E-12,0.000172449,2.20E-11,1
0,-0.000002,-0.00001,0.012746,0,4.00E-12,0.000162461,2.00E-11,1
0,-0.000002,-0.00001,0.012359,0,4.00E-12,0.000152745,2.00E-11,1
0,-0.000002,-0.000009,0.011973,0,4.00E-12,0.000143353,1.80E-11,1
0,-0.000002,-0.000009,0.011588,0,4.00E-12,0.000134282,1.80E-11,1
0,-0.000002,-0.000008,0.011207,0,4.00E-12,0.000125597,1.60E-11,1
0,-0.000002,-0.000008,0.01083,0,4.00E-12,0.000117289,1.60E-11,1
0,-0.000002,-0.000007,0.010457,0,4.00E-12,0.000109349,1.40E-11,1
0,-0.000002,-0.000007,0.010091,0,4.00E-12,0.000101828,1.40E-11,1
0,-0.000002,-0.000006,0.00973,0,4.00E-12,9.47E-05,1.20E-11,1
0,-0.000002,-0.000006,0.009377,0,4.00E-12,8.79E-05,1.20E-11,1
0,-0.000002,-0.000006,0.009031,0,4.00E-12,8.16E-05,1.20E-11,1
0,-0.000002,-0.000005,0.008692,0,4.00E-12,7.56E-05,1.00E-11,1
0,-0.000002,-0.000005,0.008362,0,4.00E-12,6.99E-05,1.00E-11,1
0,-0.000002,-0.000005,0.00804,0,4.00E-12,6.46E-05,1.00E-11,1
0,-0.000002,-0.000004,0.007727,0,4.00E-12,5.97E-05,8.00E-12,1
0,-0.000002,-0.000004,0.007422,0,4.00E-12,5.51E-05,8.00E-12,1
0,-0.000002,-0.000004,0.007126,0,4.00E-12,5.08E-05,8.00E-12,1
0,-0.000002,-0.000004,0.006839,0,4.00E-12,4.68E-05,8.00E-12,1
0,-0.000002,-0.000003,0.006561,0,4.00E-12,4.30E-05,6.00E-12,1
0,-0.000002,-0.000003,0.006291,0,4.00E-12,3.96E-05,6.00E-12,1
0,-0.000002,-0.000003,0.00603,0,4.00E-12,3.64E-05,6.00E-12,1
0,-0.000002,-0.000003,0.005778,0,4.00E-12,3.34E-05,6.00E-12,1
0,-0.000002,-0.000003,0.005535,0,4.00E-12,3.06E-05,6.00E-12,1
0,-0.000002,-0.000003,0.005299,0,4.00E-12,2.81E-05,6.00E-12,1
0,-0.000002,-0.000002,0.005072,0,4.00E-12,2.57E-05,4.00E-12,1
0,-0.000002,-0.000002,0.004854,0,4.00E-12,2.36E-05,4.00E-12,1
0,-0.000002,-0.000002,0.004643,0,4.00E-12,2.16E-05,4.00E-12,1
0,-0.000002,-0.000002,0.00444,0,4.00E-12,1.97E-05,4.00E-12,1
0,-0.000002,-0.000002,0.004245,0,4.00E-12,1.80E-05,4.00E-12,1
0,-0.000002,-0.000002,0.004057,0,4.00E-12,1.65E-05,4.00E-12,1
0,-0.000002,-0.000002,0.003876,0,4.00E-12,1.50E-05,4.00E-12,1
0,-0.000002,-0.000002,0.003703,0,4.00E-12,1.37E-05,4.00E-12,1
0,-0.000002,-0.000001,0.003536,0,4.00E-12,1.25E-05,2.00E-12,1
0,-0.000002,-0.000001,0.003376,0,4.00E-12,1.14E-05,2.00E-12,1
0,-0.000002,-0.000001,0.003223,0,4.00E-12,1.04E-05,2.00E-12,1
0,-0.000002,-0.000001,0.003075,0,4.00E-12,9.46E-06,2.00E-12,1
0,-0.000002,0.000059,0.038934,0,4.00E-12,0.001515856,-1.18E-10,1
0,-0.000002,-0.000005,-0.001521,0,4.00E-12,2.31E-06,1.00E-11,1
0,-0.000002,0.000056,0.034738,0,4.00E-12,0.001206729,-1.12E-10,1
0,-0.000002,-0.000008,-0.005348,0,4.00E-12,2.86E-05,1.60E-11,1
0,-0.000002,0.000053,0.03125,0,4.00E-12,0.000976563,-1.06E-10,1
0,-0.000002,-0.00001,-0.008523,0,4.00E-12,7.26E-05,2.00E-11,1
0,-0.000002,0.00005,0.028363,0,4.00E-12,0.00080446,-1.00E-10,1
0,-0.000002,0.000047,0.024854,0,4.00E-12,0.000617721,-9.40E-11,1
0,-0.000002,0.000044,0.021664,0,4.00E-12,0.000469329,-8.80E-11,1
0,-0.000002,0.000042,0.018767,0,4.00E-12,0.0003522,-8.40E-11,1
0,-0.000002,0.000039,0.01614,0,4.00E-12,0.0002605,-7.80E-11,1
0,-0.000002,0.000037,0.013761,0,4.00E-12,0.000189365,-7.40E-11,1
0,-0.000002,0.000035,0.011609,0,4.00E-12,0.000134769,-7.00E-11,1
0,-0.000002,0.000033,0.009665,0,4.00E-12,9.34E-05,-6.60E-11,1
0,-0.000002,0.000031,0.007913,0,4.00E-12,6.26E-05,-6.20E-11,1
0,-0.000002,0.000029,0.006337,0,4.00E-12,4.02E-05,-5.80E-11,1
0,-0.000002,0.000027,0.004921,0,4.00E-12,2.42E-05,-5.40E-11,1
0,-0.000002,0.000025,0.003652,0,4.00E-12,1.33E-05,-5.00E-11,1
0,-0.000002,0.000024,0.002518,0,4.00E-12,6.34E-06,-4.80E-11,1
0,-0.000002,0.000022,0.001507,0,4.00E-12,2.27E-06,-4.40E-11,1
0,-0.000002,0.000021,0.000608,0,4.00E-12,3.70E-07,-4.20E-11,1
0,-0.000002,0.00002,-0.000189,0,4.00E-12,3.57E-08,-4.00E-11,1
0,-0.000002,0.000079,0.035108,0,4.00E-12,0.001232572,-1.58E-10,1
0,-0.000002,0.000074,0.03017,0,4.00E-12,0.000910229,-1.48E-10,1
0,-0.000002,0.000069,0.025698,0,4.00E-12,0.000660387,-1.38E-10,1
0,-0.000002,0.000065,0.021655,0,4.00E-12,0.000468939,-1.30E-10,1
0,-0.000002,0.000061,0.018003,0,4.00E-12,0.000324108,-1.22E-10,1
0,-0.000002,0.000058,0.014713,0,4.00E-12,0.000216472,-1.16E-10,1
0,-0.000002,0.000054,0.011752,0,4.00E-12,0.00013811,-1.08E-10,1
0,-0.000002,0.000051,0.009093,0,4.00E-12,8.27E-05,-1.02E-10,1
0,-0.000002,0.000048,0.006711,0,4.00E-12,4.50E-05,-9.60E-11,1
0,-0.000002,0.000045,0.004583,0,4.00E-12,2.10E-05,-9.00E-11,1
0,-0.000002,0.000042,0.002685,0,4.00E-12,7.21E-06,-8.40E-11,1
0,-0.000002,0.00004,0.000999,0,4.00E-12,9.98E-07,-8.00E-11,1
0,-0.000002,0.000097,0.035505,0,4.00E-12,0.001260605,-1.94E-10,1
0,-0.000002,0.000092,0.029868,0,4.00E-12,0.000892097,-1.84E-10,1
0,-0.000002,0.000086,0.024778,0,4.00E-12,0.000613949,-1.72E-10,1
0,-0.000002,0.000081,0.020192,0,4.00E-12,0.000407717,-1.62E-10,1
0,-0.000002,0.000076,0.016067,0,4.00E-12,0.000258148,-1.52E-10,1
0,-0.000002,0.000072,0.012365,0,4.00E-12,0.000152893,-1.44E-10,1
0,-0.000002,0.000067,0.009049,0,4.00E-12,8.19E-05,-1.34E-10,1
0,-0.000002,0.000063,0.006086,0,4.00E-12,3.70E-05,-1.26E-10,1
0,-0.000002,0.000059,0.003446,0,4.00E-12,1.19E-05,-1.18E-10,1
0,-0.000002,0.000056,0.001101,0,4.00E-12,1.21E-06,-1.12E-10,1
0,-0.000002,0.000052,-0.000975,0,4.00E-12,9.51E-07,-1.04E-10,1
0,-0.000002,0.000049,-0.002805,0,4.00E-12,7.87E-06,-9.80E-11,1
0,-0.000002,0.000046,-0.004413,0,4.00E-12,1.95E-05,-9.20E-11,1
0,-0.000002,0.000044,-0.005817,0,4.00E-12,3.38E-05,-8.80E-11,1
0,-0.000002,0.000041,-0.007038,0,4.00E-12,4.95E-05,-8.20E-11,1
0,-0.000002,0.000039,-0.00809,0,4.00E-12,6.54E-05,-7.80E-11,1
0,-0.000002,0.000036,-0.008991,0,4.00E-12,8.08E-05,-7.20E-11,1
0,-0.000002,0.000034,-0.009755,0,4.00E-12,9.52E-05,-6.80E-11,1
0,-0.000002,0.000032,-0.010395,0,4.00E-12,0.000108056,-6.40E-11,1
0,-0.000002,0.00003,-0.010923,0,4.00E-12,0.000119312,-6.00E-11,1
0,-0.000002,0.000028,-0.01135,0,4.00E-12,0.000128823,-5.60E-11,1
0,-0.000002,0.000027,-0.011687,0,4.00E-12,0.000136586,-5.40E-11,1
0,-0.000002,0.000025,-0.011942,0,4.00E-12,0.000142611,-5.00E-11,1
0,-0.000002,0.000023,-0.012125,0,4.00E-12,0.000147016,-4.60E-11,1
0,-0.000002,0.000022,-0.012242,0,4.00E-12,0.000149867,-4.40E-11,1
0,-0.000002,0.000021,-0.012302,0,4.00E-12,0.000151339,-4.20E-11,1
0,-0.000002,0.000079,0.023689,0,4.00E-12,0.000561169,-1.58E-10,1
0,-0.000002,0.000075,0.019406,0,4.00E-12,0.000376593,-1.50E-10,1
0,-0.000002,0.00007,0.015551,0,4.00E-12,0.000241834,-1.40E-10,1
0,-0.000002,0.000066,0.012089,0,4.00E-12,0.000146144,-1.32E-10,1
0,-0.000002,0.000062,0.008987,0,4.00E-12,8.08E-05,-1.24E-10,1
0,-0.000002,0.000058,0.006213,0,4.00E-12,3.86E-05,-1.16E-10,1
0,-0.000002,0.000055,0.00374,0,4.00E-12,1.40E-05,-1.10E-10,1
0,-0.000002,0.000052,0.001541,0,4.00E-12,2.37E-06,-1.04E-10,1
0,-0.000002,0.000048,-0.000407,0,4.00E-12,1.66E-07,-9.60E-11,1
0,-0.000002,0.000046,-0.002128,0,4.00E-12,4.53E-06,-9.20E-11,1
0,-0.000002,0.000043,-0.00364,0,4.00E-12,1.32E-05,-8.60E-11,1
0,-0.000002,0.00004,-0.004963,0,4.00E-12,2.46E-05,-8.00E-11,1
0,-0.000002,0.000038,-0.006114,0,4.00E-12,3.74E-05,-7.60E-11,1
0,-0.000002,0.000036,-0.007109,0,4.00E-12,5.05E-05,-7.20E-11,1
0,-0.000002,0.000033,-0.007963,0,4.00E-12,6.34E-05,-6.60E-11,1
0,-0.000002,0.000031,-0.008689,0,4.00E-12,7.55E-05,-6.20E-11,1
0,-0.000002,0.00003,-0.009299,0,4.00E-12,8.65E-05,-6.00E-11,1
0,-0.000002,0.000028,-0.009804,0,4.00E-12,9.61E-05,-5.60E-11,1
0,-0.000002,0.000026,-0.010216,0,4.00E-12,0.000104367,-5.20E-11,1
0,-0.000002,0.000025,-0.010543,0,4.00E-12,0.000111155,-5.00E-11,1
0,-0.000002,0.000023,-0.010793,0,4.00E-12,0.000116489,-4.60E-11,1
0,-0.000002,0.000022,-0.010976,0,4.00E-12,0.000120473,-4.40E-11,1
0,-0.000002,0.00002,-0.011098,0,4.00E-12,0.000123166,-4.00E-11,1
0,-0.000002,0.000019,-0.011166,0,4.00E-12,0.00012468,-3.80E-11,1
0,-0.000002,0.000018,-0.011185,0,4.00E-12,0.000125104,-3.60E-11,1
0,-0.000002,0.000017,-0.011162,0,4.00E-12,0.00012459,-3.40E-11,1
0,-0.000002,0.000016,-0.011102,0,4.00E-12,0.000123254,-3.20E-11,1
0,-0.000002,0.000015,-0.011009,0,4.00E-12,0.000121198,-3.00E-11,1
0,-0.000002,0.000014,-0.010887,0,4.00E-12,0.000118527,-2.80E-11,1
0,-0.000002,0.000013,-0.010739,0,4.00E-12,0.000115326,-2.60E-11,1
0,-0.000002,0.000012,-0.010571,0,4.00E-12,0.000111746,-2.40E-11,1
0,-0.000002,0.000012,-0.010384,0,4.00E-12,0.000107827,-2.40E-11,1
0,-0.000002,0.000011,-0.010181,0,4.00E-12,0.000103653,-2.20E-11,1
0,-0.000002,0.00001,-0.009965,0,4.00E-12,9.93E-05,-2.00E-11,1
0,-0.000002,0.00007,0.026261,0,4.00E-12,0.00068964,-1.40E-10,1
0,-0.000002,0.000006,-0.013824,0,4.00E-12,0.000191103,-1.20E-11,1
0,-0.000002,0.000065,0.022807,0,4.00E-12,0.000520159,-1.30E-10,1
0,-0.000002,0.000061,0.019092,0,4.00E-12,0.000364504,-1.22E-10,1
0,-0.000002,0.000058,0.015741,0,4.00E-12,0.000247779,-1.16E-10,1
0,-0.000002,0.000054,0.012723,0,4.00E-12,0.000161875,-1.08E-10,1
0,-0.000002,0.000051,0.01001,0,4.00E-12,0.0001002,-1.02E-10,1
0,-0.000002,0.000048,0.007577,0,4.00E-12,5.74E-05,-9.60E-11,1
0,-0.000002,0.000045,0.0054,0,4.00E-12,0.00002916,-9.00E-11,1
0,-0.000002,0.000042,0.003457,0,4.00E-12,1.20E-05,-8.40E-11,1
0,-0.000002,0.00004,0.001728,0,4.00E-12,2.99E-06,-8.00E-11,1
0,-0.000002,0.000037,0.000194,0,4.00E-12,3.76E-08,-7.40E-11,1
0,-0.000002,0.000035,-0.001162,0,4.00E-12,1.35E-06,-7.00E-11,1
0,-0.000002,0.000033,-0.002356,0,4.00E-12,5.55E-06,-6.60E-11,1
0,-0.000002,0.000031,-0.003403,0,4.00E-12,1.16E-05,-6.20E-11,1
0,-0.000002,0.000029,-0.004316,0,4.00E-12,1.86E-05,-5.80E-11,1
0,-0.000002,0.000027,-0.005107,0,4.00E-12,2.61E-05,-5.40E-11,1
0,-0.000002,0.000026,-0.005787,0,4.00E-12,3.35E-05,-5.20E-11,1
0,-0.000002,0.000024,-0.006368,0,4.00E-12,4.06E-05,-4.80E-11,1
0,-0.000002,0.000023,-0.006857,0,4.00E-12,4.70E-05,-4.60E-11,1
0,-0.000002,0.000021,-0.007266,0,4.00E-12,5.28E-05,-4.20E-11,1
0,-0.000002,0.00002,-0.0076,0,4.00E-12,0.00005776,-4.00E-11,1
0,-0.000002,0.000019,-0.007868,0,4.00E-12,6.19E-05,-3.80E-11,1
0,-0.000002,0.000018,-0.008077,0,4.00E-12,6.52E-05,-3.60E-11,1
0,-0.000002,0.000077,0.027768,0,4.00E-12,0.000771062,-1.54E-10,1
0,-0.000002,0.000072,0.02334,0,4.00E-12,0.000544756,-1.44E-10,1
0,-0.000002,0.000068,0.019344,0,4.00E-12,0.00037419,-1.36E-10,1
0,-0.000002,0.000064,0.015743,0,4.00E-12,0.000247842,-1.28E-10,1
0,-0.000002,0.00006,0.012505,0,4.00E-12,0.000156375,-1.20E-10,1
0,-0.000002,0.000056,0.009598,0,4.00E-12,9.21E-05,-1.12E-10,1
0,-0.000002,0.000053,0.006996,0,4.00E-12,4.89E-05,-1.06E-10,1
0,-0.000002,0.00005,0.004671,0,4.00E-12,2.18E-05,-1.00E-10,1
0,-0.000002,0.000047,0.0026,0,4.00E-12,0.00000676,-9.40E-11,1
0,-0.000002,0.000044,0.000761,0,4.00E-12,5.79E-07,-8.80E-11,1
0,-0.000002,0.000041,-0.000867,0,4.00E-12,7.52E-07,-8.20E-11,1
0,-0.000002,0.000039,-0.002303,0,4.00E-12,5.30E-06,-7.80E-11,1
0,-0.000002,0.000037,-0.003563,0,4.00E-12,1.27E-05,-7.40E-11,1
0,-0.000002,0.000034,-0.004663,0,4.00E-12,2.17E-05,-6.80E-11,1
0,-0.000002,0.000032,-0.005619,0,4.00E-12,3.16E-05,-6.40E-11,1
0,-0.000002,0.00003,-0.006443,0,4.00E-12,4.15E-05,-6.00E-11,1
0,-0.000002,0.000029,-0.007148,0,4.00E-12,5.11E-05,-5.80E-11,1
0,-0.000002,0.000027,-0.007745,0,4.00E-12,6.00E-05,-5.40E-11,1
0,-0.000002,0.000025,-0.008245,0,4.00E-12,6.80E-05,-5.00E-11,1
0,-0.000002,0.000024,-0.008657,0,4.00E-12,7.49E-05,-4.80E-11,1
0,-0.000002,0.000022,-0.00899,0,4.00E-12,8.08E-05,-4.40E-11,1
0,-0.000002,0.000021,-0.009252,0,4.00E-12,8.56E-05,-4.20E-11,1
0,-0.000002,0.00008,0.02655,0,4.00E-12,0.000704903,-1.60E-10,1
0,-0.000002,0.000075,0.022089,0,4.00E-12,0.000487924,-1.50E-10,1
0,-0.000002,0.00007,0.018068,0,4.00E-12,0.000326453,-1.40E-10,1
0,-0.000002,0.000066,0.01445,0,4.00E-12,0.000208803,-1.32E-10,1
0,-0.000002,0.000062,0.011201,0,4.00E-12,0.000125462,-1.24E-10,1
0,-0.000002,0.000058,0.00829,0,4.00E-12,6.87E-05,-1.16E-10,1
0,-0.000002,0.000055,0.005688,0,4.00E-12,3.24E-05,-1.10E-10,1
0,-0.000002,0.000052,0.003368,0,4.00E-12,1.13E-05,-1.04E-10,1
0,-0.000002,0.000049,0.001306,0,4.00E-12,1.71E-06,-9.80E-11,1
0,-0.000002,0.000046,-0.00052,0,4.00E-12,2.70E-07,-9.20E-11,1
0,-0.000002,0.000043,-0.002132,0,4.00E-12,4.55E-06,-8.60E-11,1
0,-0.000002,0.00004,-0.003549,0,4.00E-12,1.26E-05,-8.00E-11,1
0,-0.000002,0.000038,-0.004788,0,4.00E-12,2.29E-05,-7.60E-11,1
0,-0.000002,0.000036,-0.005866,0,4.00E-12,3.44E-05,-7.20E-11,1
0,-0.000002,0.000034,-0.006797,0,4.00E-12,4.62E-05,-6.80E-11,1
0,-0.000002,0.000031,-0.007595,0,4.00E-12,5.77E-05,-6.20E-11,1
0,-0.000002,0.00003,-0.008273,0,4.00E-12,6.84E-05,-6.00E-11,1
0,-0.000002,0.000028,-0.008842,0,4.00E-12,7.82E-05,-5.60E-11,1
0,-0.000002,0.000086,0.026687,0,4.00E-12,0.000712196,-1.72E-10,1
0,-0.000002,0.000081,0.021984,0,4.00E-12,0.000483296,-1.62E-10,1
0,-0.000002,0.000076,0.017749,0,4.00E-12,0.000315027,-1.52E-10,1
0,-0.000002,0.000072,0.013944,0,4.00E-12,0.000194435,-1.44E-10,1
0,-0.000002,0.000067,0.010531,0,4.00E-12,0.000110902,-1.34E-10,1
0,-0.000002,0.000063,0.007478,0,4.00E-12,5.59E-05,-1.26E-10,1
0,-0.000002,0.000059,0.004753,0,4.00E-12,2.26E-05,-1.18E-10,1
0,-0.000002,0.000056,0.002328,0,4.00E-12,5.42E-06,-1.12E-10,1
0,-0.000002,0.000053,0.000177,0,4.00E-12,3.13E-08,-1.06E-10,1
0,-0.000002,0.000049,-0.001724,0,4.00E-12,2.97E-06,-9.80E-11,1
0,-0.000002,0.000046,-0.003398,0,4.00E-12,1.15E-05,-9.20E-11,1
0,-0.000002,0.000044,-0.004865,0,4.00E-12,2.37E-05,-8.80E-11,1
0,-0.000002,0.000101,0.029857,0,4.00E-12,0.00089144,-2.02E-10,1
0,-0.000002,0.000035,-0.011571,0,4.00E-12,0.000133888,-7.00E-11,1
0,-0.000002,0.000093,0.023865,0,4.00E-12,0.000569538,-1.86E-10,1
0,-0.000002,0.000087,0.019091,0,4.00E-12,0.000364466,-1.74E-10,1
0,-0.000002,0.000082,0.014804,0,4.00E-12,0.000219158,-1.64E-10,1
0,-0.000002,0.000077,0.010962,0,4.00E-12,0.000120165,-1.54E-10,1
0,-0.000002,0.000072,0.007528,0,4.00E-12,5.67E-05,-1.44E-10,1
0,-0.000002,0.000068,0.004467,0,4.00E-12,2.00E-05,-1.36E-10,1
0,-0.000002,0.000064,0.001746,0,4.00E-12,3.05E-06,-1.28E-10,1
0,-0.000002,0.00006,-0.000665,0,4.00E-12,4.42E-07,-1.20E-10,1
0,-0.000002,0.000057,-0.002792,0,4.00E-12,7.80E-06,-1.14E-10,1
0,-0.000002,0.000053,-0.004662,0,4.00E-12,2.17E-05,-1.06E-10,1
0,-0.000002,0.00005,-0.006298,0,4.00E-12,3.97E-05,-1.00E-10,1
0,-0.000002,0.000047,-0.00772,0,4.00E-12,5.96E-05,-9.40E-11,1
0,-0.000002,0.000044,-0.008949,0,4.00E-12,8.01E-05,-8.80E-11,1
0,-0.000002,0.000042,-0.010003,0,4.00E-12,0.00010006,-8.40E-11,1
0,-0.000002,0.000039,-0.010898,0,4.00E-12,0.000118766,-7.80E-11,1
0,-0.000002,0.000037,-0.01165,0,4.00E-12,0.000135723,-7.40E-11,1
0,-0.000002,0.000034,-0.012272,0,4.00E-12,0.000150602,-6.80E-11,1
0,-0.000002,0.000032,-0.012778,0,4.00E-12,0.000163277,-6.40E-11,1
0,-0.000002,0.00003,-0.013179,0,4.00E-12,0.000173686,-6.00E-11,1
0,-0.000002,0.000029,-0.013485,0,4.00E-12,0.000181845,-5.80E-11,1
0,-0.000002,0.000027,-0.013708,0,4.00E-12,0.000187909,-5.40E-11,1
0,-0.000002,0.000025,-0.013855,0,4.00E-12,0.000191961,-5.00E-11,1
0,-0.000002,0.000024,-0.013935,0,4.00E-12,0.000194184,-4.80E-11,1
0,-0.000002,0.000022,-0.013956,0,4.00E-12,0.00019477,-4.40E-11,1
0,-0.000002,0.000021,-0.013924,0,4.00E-12,0.000193878,-4.20E-11,1
0,-0.000002,0.00002,-0.013846,0,4.00E-12,0.000191712,-4.00E-11,1
0,-0.000002,0.000019,-0.013726,0,4.00E-12,0.000188403,-3.80E-11,1
0,-0.000002,0.000017,-0.013572,0,4.00E-12,0.000184199,-3.40E-11,1
0,-0.000002,0.000016,-0.013386,0,4.00E-12,0.000179185,-3.20E-11,1
0,-0.000002,0.000015,-0.013174,0,4.00E-12,0.000173554,-3.00E-11,1
0,-0.000002,0.000015,-0.012939,0,4.00E-12,0.000167418,-3.00E-11,1
0,-0.000002,0.000014,-0.012685,0,4.00E-12,0.000160909,-2.80E-11,1
0,-0.000002,0.000013,-0.012415,0,4.00E-12,0.000154132,-2.60E-11,1
0,-0.000002,0.000012,-0.012132,0,4.00E-12,0.000147185,-2.40E-11,1
0,-0.000002,0.000011,-0.011838,0,4.00E-12,0.000140138,-2.20E-11,1
0,-0.000002,0.000011,-0.011535,0,4.00E-12,0.000133056,-2.20E-11,1
0,-0.000002,0.00001,-0.011226,0,4.00E-12,0.000126023,-2.00E-11,1
0,-0.000002,0.000009,-0.010913,0,4.00E-12,0.000119094,-1.80E-11,1
0,-0.000002,0.000009,-0.010597,0,4.00E-12,0.000112296,-1.80E-11,1
0,-0.000002,0.000008,-0.010279,0,4.00E-12,0.000105658,-1.60E-11,1
0,-0.000002,0.000008,-0.009962,0,4.00E-12,9.92E-05,-1.60E-11,1
0,-0.000002,0.000007,-0.009646,0,4.00E-12,9.30E-05,-1.40E-11,1
0,-0.000002,0.000007,-0.009331,0,4.00E-12,8.71E-05,-1.40E-11,1
0,-0.000002,0.000006,-0.00902,0,4.00E-12,8.14E-05,-1.20E-11,1
0,-0.000002,0.000006,-0.008712,0,4.00E-12,7.59E-05,-1.20E-11,1
0,-0.000002,0.000006,-0.008409,0,4.00E-12,7.07E-05,-1.20E-11,1
0,-0.000002,0.000005,-0.008111,0,4.00E-12,6.58E-05,-1.00E-11,1
0,-0.000002,0.000005,-0.007819,0,4.00E-12,6.11E-05,-1.00E-11,1
0,-0.000002,0.000005,-0.007532,0,4.00E-12,5.67E-05,-1.00E-11,1
0,-0.000002,0.000004,-0.007251,0,4.00E-12,5.26E-05,-8.00E-12,1
0,-0.000002,0.000004,-0.006978,0,4.00E-12,4.87E-05,-8.00E-12,1
0,-0.000002,0.000004,-0.00671,0,4.00E-12,4.50E-05,-8.00E-12,1
0,-0.000002,0.000004,-0.00645,0,4.00E-12,4.16E-05,-8.00E-12,1
0,-0.000002,0.000003,-0.006197,0,4.00E-12,3.84E-05,-6.00E-12,1
0,-0.000002,0.000003,-0.005951,0,4.00E-12,3.54E-05,-6.00E-12,1
0,-0.000002,0.000003,-0.005712,0,4.00E-12,3.26E-05,-6.00E-12,1
0,-0.000002,0.000003,-0.005481,0,4.00E-12,3.00E-05,-6.00E-12,1
0,-0.000002,0.000003,-0.005256,0,4.00E-12,2.76E-05,-6.00E-12,1
0,-0.000002,0.000003,-0.005039,0,4.00E-12,2.54E-05,-6.00E-12,1
0,-0.000002,0.000002,-0.004829,0,4.00E-12,2.33E-05,-4.00E-12,1
0,-0.000002,0.000002,-0.004626,0,4.00E-12,2.14E-05,-4.00E-12,1
0,-0.000002,0.000002,-0.00443,0,4.00E-12,1.96E-05,-4.00E-12,1
0,-0.000001,0.000062,0.031759,0,1.00E-12,0.001008634,-6.20E-11,1
0,-0.000001,0.000058,0.027621,0,1.00E-12,0.00076292,-5.80E-11,1
0,-0.000001,0.000055,0.023866,0,1.00E-12,0.000569586,-5.50E-11,1
0,-0.000001,0.000051,0.020461,0,1.00E-12,0.000418653,-5.10E-11,1
0,-0.000001,0.000048,0.01738,0,1.00E-12,0.000302064,-4.80E-11,1
0,-0.000001,0.000046,0.014594,0,1.00E-12,0.000212985,-4.60E-11,1
0,-0.000001,0.000043,0.01208,0,1.00E-12,0.000145926,-4.30E-11,1
0,-0.000001,0.00004,0.009816,0,1.00E-12,9.64E-05,-4.00E-11,1
0,-0.000001,0.000038,0.007779,0,1.00E-12,6.05E-05,-3.80E-11,1
0,-0.000001,0.000036,0.005952,0,1.00E-12,3.54E-05,-3.60E-11,1
0,-0.000001,0.000033,0.004316,0,1.00E-12,1.86E-05,-3.30E-11,1
0,-0.000001,0.000031,0.002855,0,1.00E-12,8.15E-06,-3.10E-11,1
0,-0.000001,0.00003,0.001553,0,1.00E-12,2.41E-06,-3.00E-11,1
0,-0.000001,0.000028,0.000398,0,1.00E-12,1.58E-07,-2.80E-11,1
0,-0.000001,0.000026,-0.000625,0,1.00E-12,3.91E-07,-2.60E-11,1
0,-0.000001,0.000025,-0.001526,0,1.00E-12,2.33E-06,-2.50E-11,1
0,-0.000001,0.000023,-0.002317,0,1.00E-12,5.37E-06,-2.30E-11,1
0,-0.000001,0.000022,-0.003007,0,1.00E-12,9.04E-06,-2.20E-11,1
0,-0.000001,0.00002,-0.003606,0,1.00E-12,1.30E-05,-2.00E-11,1
0,-0.000001,0.000019,-0.004123,0,1.00E-12,1.70E-05,-1.90E-11,1
0,-0.000001,0.000018,-0.004564,0,1.00E-12,2.08E-05,-1.80E-11,1
0,-0.000001,0.000017,-0.004938,0,1.00E-12,2.44E-05,-1.70E-11,1
0,-0.000001,0.000016,-0.00525,0,1.00E-12,2.76E-05,-1.60E-11,1
0,-0.000002,-0.000045,-0.041508,0,4.00E-12,0.001722914,9.00E-11,1
0,-0.000002,-0.000042,-0.037395,0,4.00E-12,0.001398386,8.40E-11,1
0,-0.000002,-0.00004,-0.033626,0,4.00E-12,0.001130708,8.00E-11,1
0,-0.000002,-0.000037,-0.030175,0,4.00E-12,0.000910531,7.40E-11,1
0,-0.000002,-0.000035,-0.027018,0,4.00E-12,0.000729972,7.00E-11,1
0,-0.000002,-0.000033,-0.02413,0,4.00E-12,0.000582257,6.60E-11,1
0,-0.000002,-0.000031,-0.021492,0,4.00E-12,0.000461906,6.20E-11,1
0,-0.000002,-0.000029,-0.019083,0,4.00E-12,0.000364161,5.80E-11,1
0,-0.000002,-0.000027,-0.016886,0,4.00E-12,0.000285137,5.40E-11,1
0,-0.000002,-0.000026,-0.014884,0,4.00E-12,0.000221533,5.20E-11,1
0,-0.000002,-0.000024,-0.013062,0,4.00E-12,0.000170616,4.80E-11,1
0,-0.000002,-0.000023,-0.011404,0,4.00E-12,0.000130051,4.60E-11,1
0,-0.000002,-0.000021,-0.009899,0,4.00E-12,9.80E-05,4.20E-11,1
0,-0.000002,-0.00002,-0.008533,0,4.00E-12,7.28E-05,4.00E-11,1
0,-0.000002,-0.000019,-0.007295,0,4.00E-12,5.32E-05,3.80E-11,1
0,-0.000002,-0.000018,-0.006175,0,4.00E-12,3.81E-05,3.60E-11,1
0,-0.000002,-0.000017,-0.005164,0,4.00E-12,2.67E-05,3.40E-11,1
0,-0.000002,-0.000016,-0.004251,0,4.00E-12,1.81E-05,3.20E-11,1
